name,joints,link_length,prev_axe,dof,mu,time,Z,LCI
roll_z_0_1pitch_y_0_4pitch_y_0_4pitch_z_0_4,roll_pitch__pitch__pitch_,0.1_0.4__0.4__0.4_,z_y__y__z_,4,0.332,2.78,4.514,0.016
roll_z_0_1pitch_y_0_4pitch_y_0_1pitch_z_1_0,roll_pitch__pitch__pitch_,0.1_0.4__0.1__1.0_,z_y__y__z_,4,0.42,2.97,4.324,0.037
roll_z_0_1pitch_y_0_4pitch_y_0_1pitch_z_0_7,roll_pitch__pitch__pitch_,0.1_0.4__0.1__0.7_,z_y__y__z_,4,0.422,2.86,3.554,0.022
roll_z_0_1pitch_y_0_1pitch_y_1_0pitch_z_0_7,roll_pitch__pitch__pitch_,0.1_0.1__1.0__0.7_,z_y__y__z_,4,0.229,3.32,4.168,0.009
roll_z_0_1pitch_y_0_1pitch_y_1_0pitch_z_0_4,roll_pitch__pitch__pitch_,0.1_0.1__1.0__0.4_,z_y__y__z_,4,0.397,3.12,3.92,0.044
roll_z_0_1pitch_y_0_1pitch_y_0_7pitch_z_1_0,roll_pitch__pitch__pitch_,0.1_0.1__0.7__1.0_,z_y__y__z_,4,0.422,3.83,4.267,0.04
roll_z_0_1pitch_y_0_1pitch_y_0_7pitch_z_0_7,roll_pitch__pitch__pitch_,0.1_0.1__0.7__0.7_,z_y__y__z_,4,0.35,3.4,4.788,0.02
roll_z_0_1pitch_y_0_1pitch_y_0_7pitch_z_0_4,roll_pitch__pitch__pitch_,0.1_0.1__0.7__0.4_,z_y__y__z_,4,0.376,3.24,4.358,0.017
roll_z_0_1pitch_y_0_1pitch_y_0_4pitch_z_1_0,roll_pitch__pitch__pitch_,0.1_0.1__0.4__1.0_,z_y__y__z_,4,0.199,2.98,3.963,0.006
roll_z_0_1pitch_y_0_1pitch_y_0_4pitch_z_0_7,roll_pitch__pitch__pitch_,0.1_0.1__0.4__0.7_,z_y__y__z_,4,0.369,2.85,4.455,0.022
roll_z_0_1pitch_y_0_1pitch_y_0_1pitch_z_1_0,roll_pitch__pitch__pitch_,0.1_0.1__0.1__1.0_,z_y__y__z_,4,0.523,3.17,4.373,0.054
roll_z_0_1pitch_y_1_0pitch_y_0_1pris_y_1_0,roll_pitch__pitch__pris_,0.1_1.0__0.1__1.0_,z_y__y__y_,4,0.33,3.02,2.448,0.015
roll_z_0_1pitch_y_0_7pitch_y_0_7pris_y_0_7,roll_pitch__pitch__pris_,0.1_0.7__0.7__0.7_,z_y__y__y_,4,0.406,3.34,2.74,0.037
roll_z_0_1pitch_y_0_4pitch_y_0_7pris_y_1_0,roll_pitch__pitch__pris_,0.1_0.4__0.7__1.0_,z_y__y__y_,4,0.479,2.84,0.389,0.052
roll_z_0_1pitch_y_1_0pitch_y_0_4pris_z_1_0,roll_pitch__pitch__pris_,0.1_1.0__0.4__1.0_,z_y__y__z_,4,0.451,2.93,0.406,0.039
roll_z_0_1pitch_y_0_7pitch_y_0_4pris_z_0_7,roll_pitch__pitch__pris_,0.1_0.7__0.4__0.7_,z_y__y__z_,4,0.526,2.72,3.912,0.035
